MaaAfoundation,2018-02-11 15:51:42,"Andheri West, Mumbai","Facts and Myths about Corona Virus @ Mumbai, Maharashtra https://t.co/T5NCH0hm55"
back_2basics,2009-03-19 01:51:02,Australia,"They say that Heat/Fire, Isolation/Quarantine &amp; Alcohol/Sanitiser are the things needed to prevent the spread of th… https://t.co/9jDfXbgwZ9"
OfficialPirate1,2016-01-29 18:13:11,"Stacksteads, England",Corona Virus Crisp Pack...Other giant supersized crisp and retail options are  available. @ Stacksteads https://t.co/zfUQb4KPxM
afzee,2007-11-21 07:43:58,Bhopal,"Corona Impact - Bhopal. House Arrest. Busy playing PubG game.

#corona #coronavirüsü #coronaimpact #bhopalnews… https://t.co/20xuK8E9Vs"
thelovebug,2008-02-28 21:41:33,"Conisbrough, England","Enjoying a #coffee ☕ in the garden, whilst I'm #confined to quarters with @Moosical, yellow.quack, Cara, and Alex.… https://t.co/TtFfDVLpCE"
Bosier_,2012-03-09 14:21:00,Botswana,"Corona needs to stop now, the water is flowing, my flight has long been booked I gotta go shoot this. @ Maun, Botsw… https://t.co/0HzW7NsVf9"
hansschwab,2008-07-12 08:43:21,"hannover, germany",#socialdistancing #wirkungsvoll #corona #covid_19 #covıd19 #ausgangsbeschränkung #stayhome #lebenretten❤️… https://t.co/1lvf9USYOK
zee_alam,2011-03-09 14:35:14,"Abuja, Nigeria","Day 3 . Stay at home and cook delicious food. 

#stayhome #corona #beard #goals❤️ @ Allama Iqbal Road, Garhi Shahu,… https://t.co/4lfEoEAXOB"
Rawzisky,2011-03-26 09:06:31,South Africa,"#Ebola images VS #corona images
Because it's killing alot of white people we don't see them, we see that virus imag… https://t.co/AVf6h6cxzk"
novelleformen,2015-08-15 12:39:01,"Gießen, Hessen","Fuck corona!!!Stay Home!!!#novelleforman #pabloridgeback #fashionismyprofession #madpino @ Hessen, Germany https://t.co/lV9FKTIBYW"
VillaYouth,2009-06-23 09:45:43,England,#Corona #selfisolate #selfisolating #celebrities #stars #stayathome #staysafe #relax #instagram love to them all xx… https://t.co/ztknERhPNT
ITGuy78,2010-01-30 14:20:20,Leeds,"When the Corona Virus finally exhausts itself and the danger is over, let's do something good for our nation… https://t.co/CP2B7zGONJ"
ZaynRajpoot4,2018-12-29 16:00:46,Pakistan,"Don't be afraid to fight Corona ♥
A public service video by @grwsquad ♥
Do subscribe our YouTube channel (link in b… https://t.co/N8HhfiTofw"
auto_wilber,2013-07-27 11:44:58,"Waterloo, Ia",Be smart.  Safe.  Think of others. Wash your hands. 6 foot space. Don't roll out if you have to. If you do.........… https://t.co/AoZ3vGUxFo
khanaslam2,2010-05-10 04:08:09,"Assam, India","Corona Virus has no eyes to see your pain
Coronavirus has no ears to hear your pain
Coronavirus has no feelings to… https://t.co/V9OVdR9do8"
cwebdesign,2009-04-03 20:30:55,Malta,Made sure I bought Corona beer at the supermarket a few weeks ago #corona🍺 #coronavirus #coronavirusmalta… https://t.co/8tNep7DX9L
micheltestard,2010-01-30 12:56:55,"New Delhi, Paris",Goddess Corona (avatar of Durga) to Humanity on the curves : «This is your choice ! » - ink sketch on A5 paper… https://t.co/lr3d3KwUZQ
KingDavidReeves,2010-06-12 15:59:10,"Dallas, Texas",This FINALLY made the reason for all of this madness make more sense to me! Thanks for sharing yellie911 my sister… https://t.co/MXwybz0dOs
ed_cuddy,2017-04-23 16:13:25,"Laois, Ireland",#pajamas v #loungepants #SelfIsolationThoughts #SelfIsolation #SocialDistancing #corona @ Ireland (country) https://t.co/GsQooWpHcm
66andybarlow99,2010-04-12 11:03:32,"LONDON, UK","A flashback to walking along #regentscanal #sketch #colour #andybarlowlondon #stayindoors 

We’ve just heard of our… https://t.co/dyv3nq7H4h"
devindia92,2012-03-16 10:41:05,,"Go corona go...... @ B R Ambedkar Hall, IIT Kharagpur https://t.co/1w9m604jHW"
NaplesPT,2012-06-26 15:09:08,"Naples, FL",Corona (COVID-19) Update for Physical Therapy in Naples  https://t.co/y8jyZMm171
RussellKulak,2012-03-25 03:52:19,"Laval, QC, Canada","Had to settle for the unflattering Corona cut, can't be walking around with a massive bug catcher for the time bein… https://t.co/W3q7YIyv5g"
klmross,2009-11-26 21:26:41,"Halifax, Nova Scotia, Canada",Would have been here now #stayhomesavelives #stayhomeclub #stayhomeifyouaresick #stayhomechallenge #stayhome… https://t.co/l2tEDLwRrw
TrilbysBstoke,2012-01-13 12:29:04,basingstoke,It is with deep sadness that we inform you that all of the Trilbys Barbershops and Hairdressers will be closed in r… https://t.co/bce52ahfzE
Aagaman_mn555,2017-04-01 12:49:58,"Varanasi, Uttar Prades , India","The Old Me🖖🏻 #2019 
.
As usual, I was wasting my time at my phone library and I saw an unfinished picture, so I tho… https://t.co/gsWFHEDKEG"
drevindrashu,2011-08-27 19:03:52,"मुंबई, भारत","PRECAUTION IS BTTR THN CURE 

#corona #pandemic2020 #pandemic #coronaviruspandemic #pandemicprecautions #besafe… https://t.co/sbIrUFXCYi"
divastar_klao,2011-03-10 15:17:09,DivaLandia,This is the only CORONA I know. 👑 #goawaycovid #covid19 #corona #crown love #queen #diva #followforfollow #followme… https://t.co/hC7iVAybq2
Corona_NY,2011-08-08 01:49:10,"Corona, NY",Corona NY Mon Mar 23rd AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31
JoelleCaulfield,2016-11-16 10:36:38,"Hampstead, London",Elimination of Boat Traffic in Italy Attracts Wildlife and Creates Clear Water in the Canals https://t.co/7SpiCz0Gln https://t.co/YitTu7hHLr
DodoGang_,2013-01-09 18:19:12,Nigeria,"During these scary times, we want to advise our gangsters to stock up on plantains in order to sustain and maintain… https://t.co/KcsxxRH9Aj"
TheCaroLove,2014-01-13 18:29:05,"Washington, DC",Today I’m making a to-do list and sticking to it because last week’s panic/pity party got me nowhere. Anyone else c… https://t.co/jcqO6hup5R
cfcvzm,2014-11-16 11:18:52,,"Be Cautious, Stay at home
#corona #covid_19 @ Visakhapatnam Smart City https://t.co/PfjQHFCwpf"
RameshKMahadev,2015-08-23 08:55:03,"Karnataka, India","Just an other rich dad lesson 😊

#covid_19 #corona #virus #money #business #entrepreneur #success #love #bitcoin… https://t.co/KHrkCIpx6R"
janetricks01,2020-02-27 09:29:08,Liberia,"Few tips on how we can all joined hands prevent the spread of the corona virus. @ Monrovia, Liberia https://t.co/aG8HOGlX4r"
premadithya,2013-07-20 15:36:52,"Teynampet, Chennai",Life's an important lesson u hv to be 😍#stayinhome  😍#staysafe 🔥 #covid_19 🔥#corona @ Thiruvallur salai Teynampet https://t.co/BYPdUl1uoC
CarteDuVin,2011-11-11 18:19:51,Winchester Hampshire UK,"South Africa today. Very quiet and such a beautiful country 
#staysafe #corona #southafrica #selfisolate… https://t.co/7kItSmkkPk"
InfuseMediaage1,2020-01-06 14:53:18,,There is Still HOPE. Self Quarantine is the Best way to defend ourselves from the Rapidly spreading #coronavirus .… https://t.co/20kXgmAkMO
goodnikunj,2010-04-14 07:55:34,Unnao / Delhi ,"Mohan ready to charge over #Corona 🤣🤣

He just travelled a 500kms on bike from #NewDelhi to #Unnao
Did enjoyed the… https://t.co/PYpieoNnut"
thejonascentre,2010-04-06 11:25:58,"Wensleydale, North Yorkshire",Big shout out to my amazing team at The Jonas Centre as we met to brainstorm ideas on how we come out the other end… https://t.co/fJ1yxTlUmS
YogaArtiste,2017-08-22 05:47:28,"Karnataka ,Bangalore, India","#Kukarahallilake #Mysore 
Covid-19 🦠Do not panic
Do not spread
Spread Awareness  #Viruswalk #COVID-19 #googlevirus… https://t.co/SJ68UsAM4G"
vikrantgupta73,2010-04-20 10:57:44,"New Delhi, India",Symbolic of the times we live in. Better to be safe than sorry #Corona #Mask #CoronaVirus #Prevention #India… https://t.co/QMvyaaitsX
Titodboy,2019-07-22 03:16:45,"Oakland, CA",No virus in Nicaragua and Puerto Rico El Salvador only had 3 cases of Corona virus the red dots are people infected… https://t.co/DaVAPPZjDB
silkylovesyoga,2010-12-29 08:01:21,"Mumbai, India","How's the josh! High sir! Stay home. Stay healthy. This shall pass. #corona #familytime #stayhealthy @ Mumbai, Maha… https://t.co/wi2gqINAkk"
shineclub22,2016-04-04 13:31:02,"Punjab,Derabassi","To Order Call Or WhatsApp 7977897407

* Launching*

*Cotton kurti pant with embroydry*

*Size:- 38 to 44*

Price:-… https://t.co/wOEqmBcK72"
kannaya_kumar,2020-03-13 02:43:23,"Guntur, India",Guntur  2 town  at 11 a.m  to 12.30 p.m  .  ...!!!  May be guntur  people  nt following ..  bt dnt very  corona vir… https://t.co/Pol3PS4X8G
ipradeepjustin,2017-03-05 15:03:00,"Tirunelveli, India","Be Safe 💪 
#corona #covid_19 #besafe #stayhome @ Dubai, United Arab Emirates https://t.co/EOrMb6rQqE"
Chasing_Joy,2010-04-26 02:14:29,Philly,"Good Morning Joy Chasers!
.
******************************************
⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐
For my mental and emotional… https://t.co/RY4y2oQpKd"
stephanexx,2008-11-25 23:46:03,"Cleveland, OH","Corona swagg on point.
#blackwaldo @ Cleveland, Ohio https://t.co/fk4tH24Abi"
st65630746,2016-05-28 06:24:53,"New Delhi, India","World cannabis sales surging. Experts and cannabis industrialists are seeing a sudden increase in cannabis sales, w… https://t.co/JYFncqqdAe"
therealkruart,2010-07-12 13:17:56,Thailand / Los Angeles,Missing my friends @champtheartist @panginaheals debbie_bazoo #quarantine #lockdown #bored #covid_19 #corona… https://t.co/id8reEgm4v
Jaseelart,2016-02-21 09:35:33,Vazhakkad,"(My Quick draw )

Get well soon 💪💪 We'll see your football again, of course 💪💪 @PauDybala_JR 😘🙏❤
@orisabatini… https://t.co/AKy3pt6mwi"
BFazincani,2017-11-06 21:34:29,,"•Covid-19 Outbreak : Day 8•
👉Everything alright, I don’t miss tennis at all👌😎🎾🔥🍺🍗 
#corona #virus #outbreak #tennis… https://t.co/mCUAPS0JN5"
ironakgajjar,2015-11-01 06:03:50,"Mumbai, India","Phone is one thing even my furry baby cannot stop using !!!

He says stop these corona informative  messages direct… https://t.co/5lHlGYfFWs"
sikharmodi,2010-04-07 11:44:51,rebelsland,Stay home...By the time the qurantine gets over we might be able to witness such blissful surrounding!!… https://t.co/wVPehHcNQy
im_rohiet,2010-07-13 18:10:42,"34.092514,74.828571","In 1991, I made this Cartoon, but it makes more sence today......
Pl Comment
...
catsrinku @RGemtu #india #corona #… https://t.co/Tp5jEIk06h"
jjdt63528967749,2014-09-18 18:55:06,"Manaus, Brasil","Good-Morning a Alls ""Web-Friends"" &amp; Others! That Jesus Christ protects us and of intelligence for all at most to ge… https://t.co/5ykUKE5Afj"
chris_chrishill,2009-06-04 08:50:01,UK,"Work/School. Welcome to 2020.
.
fioanh 
icefreshfoods_official 
.
#work #workfromhome #worklife #school #homeschool… https://t.co/3TMZ8oLfMP"
ilunga1959,2015-11-25 09:04:24,"Destelbergen, België","In times of Covit19  ""The Flower Factory"" a new painting for the ""Between Madness and Desire"" Series 2020 acrylic o… https://t.co/j3ReNK0F1X"
Chefmelvynlee,2011-06-21 19:23:55,Singapore,"Corona virus Cooking Challenge 1 : 🇰🇷
Dwaeji Galbi Jjim with Sour plum Rice and Onsen Egg, 감사합니다

Tag a friend and… https://t.co/CNRSnqrZub"
jjdt63528967749,2014-09-18 18:55:06,"Manaus, Brasil","Good-Morning a Alls ""Web-Friends"" &amp; Others! That Jesus Christ protects us and of intelligence for all at most to ge… https://t.co/75PWm6aiwM"
prtksri,2010-06-21 08:26:01,"New Delhi, India","Being Human by staying at home. Live and let live. #corona #liveandletlive #lockdown #beinghuman @ Bangalore, India https://t.co/dQY85lc4pw"
JennyJ777,2011-05-02 07:01:59,"Cape Town, South Africa","ADVENTURE LAND PLETT IS CLOSED

Closure of Operations 
Due to the increased risk associated with the spread of the… https://t.co/O8ELqdM9u3"
Hairs_Graces,2011-11-27 21:38:10,"West Rainton, Durham. DH46SF","INFORMATION RELATING TO THE CORONA VIRUS (Covid-19)

Dear All of Our Lovely Clients,

It is with much sadness I wri… https://t.co/3jozOxANQx"
jjdt63528967749,2014-09-18 18:55:06,"Manaus, Brasil","Good-Morning a Alls ""Web-Friends"" &amp; Others! That Jesus Christ protects us and of intelligence for all at most to ge… https://t.co/dLC01edNws"
trimwithtina,2018-12-02 13:57:02,"Bexleyheath, Kent","My gorgeous Em picking up her New Step Up meals &amp; her products for her mum, sister &amp; herself 😎 #sunshine #wave… https://t.co/QnmSyJ2QLk"
jjdt63528967749,2014-09-18 18:55:06,"Manaus, Brasil","Good-Morning a Alls ""Web-Friends"" &amp; Others! That Jesus Christ protects us and of intelligence for all at most to ge… https://t.co/1q0mTyQqMI"
djsigvaldason,2009-06-20 00:30:52,"Virum, Denmark","Even in corona times it's about to be healthy, 8,5 km walk, and a total of 11.377 steps.. ❤️😍 The Challenge done ca… https://t.co/snbucxROqa"
Ms_flyshit_only,2014-11-28 17:13:12,"Miami, FL",It’s a new week! So let’s make some new goals! Don’t let COVID-19 and this quarantine get you down. Use this time t… https://t.co/2pDUZDitnI
uponoccasion,2013-04-10 18:39:16,"Toronto, Ontario","Sending love wherever it’s needed 💕☮️#uponoccasion #uponoccasionevents 
.
.
.
#sendinglove #lovewherever… https://t.co/9ffFrCgxSG"
Lcro77,2009-09-06 17:40:30,Romania,"Hope in time of Corona. People praying in front of the church...
. 
#hope #divinity #bless #prayers #church… https://t.co/srJLfdQfw8"
leighgray,2008-09-12 19:31:20,"Illinois, USA",When this all blows over Gigi is gonna have a very hard time adjusting.  #mybestfriend #bostonterrier #corona… https://t.co/s1Ia2jwi1Z
mcgreevytweets,2007-11-09 17:45:16,"St. Petersburg, FL",All of you who see this situation as a grand opportunity not to shave for a while are welcome to some schadenfreude… https://t.co/MAMAB8H8yl
moyoconsolidate,2016-09-29 12:23:31,"Lagos, Nigeria","We @moyoconsolidate love you guys...so pls make sure you’re safe 🙏🏾🙏🏾🙏🏾❤️❤️..corona virus 🦠 is real @ Lagos, Nigeria https://t.co/YkGKsm00gR"
PTnutritionist,2014-09-21 23:57:17,"London, England","Summary of a Corona Virus 🦠 I found this post, which describes the Coronavirus in layman terms, really interesting.… https://t.co/fK54o9hbDJ"
Rashid_Bloushi,2012-02-03 15:54:23,Alain,"Try to "" Find #Corona "" #Virus in the #Painting . #COVID_19 #Pray #Italy #KSA #Kuwait #UAE #USA #UK #Spain #China… https://t.co/N7FkRpBWnY"
l_mustache,2014-12-23 10:20:14,,"*Stayhome 
*Spend quality time with ur family
*Exercise at home of ur garden keep moving
*Wash your hands
*Keep cal… https://t.co/XbZ4FhsJ0v"
musicphill,2009-04-24 00:48:51,,@Musicphillpromotions@backayardlive briggys downtown #kingston Jamaica #2019 #B4 corona #kingston Jamaica #belly up… https://t.co/ZsmRSCC6LQ
Big_Daddy2122,2013-07-24 16:24:47,"Florida, USA","SO TRUE ! What's the point to put us ( the kids ) in quarantine, if my dad has to make it to work everyday. Beats t… https://t.co/BHXMbdycBu"
damekellyholmes,2009-06-16 12:11:51,Kent UK,"Today 

2pm Chair workout - Upperbody 
3pm Live Q&amp;A with Dr Sophie Shotter talking Corona 
7pm Running drills worko… https://t.co/12yFcZBfBn"
SpinraSports,2018-12-25 12:25:41,"Dubai, United Arab Emirates","SPINRA SPORTS

Don’t Crowd in Public Places and Invite Coronavirus”, “Let us Avoid Distance and Bid Goodbye to Coro… https://t.co/iWcQQGTemH"
ur_fan,2009-05-03 17:47:48,Bakı,Quarantine day 23 🤣🤣🤣 #corona#covid19 #stayathome #stayathomebuddy @ Memarlar Klubu - Architects Club https://t.co/qwZfu6BSQm
SyedHamzaRizvi2,2014-06-03 09:18:04,| Karachi | Pakistan |,"Pakistan Day ❤
.
.
Pakistan KO Pak Corona 🙏  We all should do something for our nation, this is the right time but… https://t.co/APj0NaTFik"
Asifalisahukar,2012-07-27 08:18:15,,My kind of work from home#workfromhome #office #corona #wfh #kids #iphone11 #annalect @ ಬಸವಪಟ್ಟಣ https://t.co/1jVFRvyGmN
SignsThatSell,2009-07-08 21:02:48,United States,Burger King is open for drive-thru and take-out service! #burgerking #bk #nowhiring #nowhiring #togo #onthego #open… https://t.co/Q3ug73rcr7
hardimant,2011-02-07 15:13:32,London,"No caption required.

#coronavirus #corona #covid19 #isolation #kungflu #mentalhealth #mha #mentalhealthawareness… https://t.co/iTIMeisfpA"
zarakachy,2017-04-17 07:46:08,"Anambra, Nigeria","Our Earth is gradually healing. Please stay safe.
.
.
.
.
.
.
#coronavirus #corona #healing #nigeria #uae #sharjah… https://t.co/yMmVjzb4kM"
toniannerachel,2009-05-18 22:45:03,NYC,SOS! Send help! They’re starting to rebel! 😂 😩  diso1017 you’re so lucky I let you out today 😆 @ My My My My Corona https://t.co/gQOwETTdKO
Leggo_my_Tagoe,2012-01-13 02:23:50,"Atlanta, GA","Welp. Today is the day. Turned 24 during the ""great"" Corona scare. The stories I'll tell my grandkids @ Atlanta, Ge… https://t.co/gmRG6geBNY"
henry_frederick,2009-04-15 18:02:01,MADRID SPAIN,"WTF! 
Video of a MAN infected with corona virus, trying to transmit the virus to everyone!!! @ Madrid, Spain https://t.co/te7edhCCsD"
markuspacal,2011-09-23 19:15:26,"Austin, TX","Art for the quarantine.

#jasonalexander #michelangelo @seinfeldtv #sistinechapel #george #corona #virus #stayhome… https://t.co/TpEw84fvk6"
Brianna_Nola,2009-04-13 03:29:38,"New Orleans, LA",This bouncing baby boy is now 7 MONTHS OLD! This past month he has been enjoying spending every day at home with ma… https://t.co/Svb1pNRIbC
livelifelong_gk,2010-04-14 18:22:22,"Rohtak, India","Discussion about Immunity Boost-up in Scenario of Corona Virus / COVID-19 by Mr. Jitender Dagar

Full Video on belo… https://t.co/K9BNoJIH2z"
bishopdickson_,2017-03-09 05:14:59,"Lagos, Nigeria","#Repost from bishopsbbq_shawarma with @regram.app 
 ... 

They say staying at home will save you from getting infec… https://t.co/MF65SLNV6d"
jasonfreddyxxx,2009-01-21 15:33:19,"Dallas, TX","Self Quarantine Home Workout: 4am Nasty Pig Jock Edition when you can’t sleep!
.
.
#fitfam #quarantine #quarakween… https://t.co/cImLvJaoAY"
rajeshmevliya,2019-10-19 20:03:20,"New Delhi, India","Featuring sourav_singh2001
.
.
.
Fight against corona..😷😷.. 
.
👍LIKE ↪️SHARE 💬COMMENTS  THIS VIDEO
.
.
.

#corona… https://t.co/JxGXrjCNir"
SPoTTampa,2009-05-31 01:35:26,"4215 E. Columbus Dr. Tampa, FL","🔥 keezo_ &amp; @wesboxsk8 🔥
PRE-CORONA Street Mission
.
.
#SPoTTeam #skateboarding #SPoTTampa @ Tampa, Florida https://t.co/9wUddrz1Em"
erikalarkingolf,2009-03-28 01:17:14,"Gainesville, VA","“Shortgame distancing.”
-
-
#backyardpractice #golf #golfpractice #golf #golfathome #shortgame #golfdrills… https://t.co/iZt3A676Pc"
Anthonyron82,2018-11-23 06:00:03,"Buffalo, NY",Bare shelves due to Corona virus Pandemic #anthonyron82 #aldiusa #aldimaldini #aldifinds #aldihaul #aldilove… https://t.co/oziCJxWj9J
Fijimagic,2010-02-02 01:49:25,"Osaka City Chuo Ward, Osaka",Two boys on a Monday night talking about rugby and corona virus #fijibarosaka #rugbybarosaka #fijibeerjapan… https://t.co/H12Z68UHth
beka_knez,2011-09-16 22:31:33,"Baton Rouge, LA ",Quarantine survival kit brought to you by The Ray Firm. A caring employer who wants their employee well taken care… https://t.co/PDL4ZrMfbK
sandibachom,2008-10-28 20:06:03,United States,Grand Central Terminal Day 1 #corona #covid_19 #coronavirus @ Grand Central Terminal https://t.co/8uFBwcznl2
igorunuk,2009-12-30 17:39:24,Slovenia,Safe path #maribor #igmaribor #city #river #drava #trees #corona #quarantine #empty #walkway #slovenia #igslovenia… https://t.co/hmGQ3bD659
toniannerachel,2009-05-18 22:45:03,NYC,SOS! Send help! They’re starting to rebel! 😂 😩  diso1017 you’re so lucky I let you out today 😆 @ My My My My Corona https://t.co/vAHj8ejLvW
cris36602,2009-07-22 00:46:26,"Mobile, AL","It’s Monday! Get up, shower and wear a shirt with buttons AND a collar!  Act like somebody!  #corona #coronamemes… https://t.co/llabEaQ6js"
marcizaroff,2008-12-08 01:50:10,"New York, NY","YES living AND loving
YES reflecting AND dreaming
YES working AND resting
And you?
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Join the yesand… https://t.co/MebFrIa6wz"
Kevwylde330,2009-11-13 07:23:52,USA,This is how you quarantine :) #corona #rona #pcmasterrace #pc #gamer #gamergirl afuciarelli49 pleenis… https://t.co/inEVSUfFYc
akel_torres,2009-08-14 07:15:54,Kapampangan,"The ultimate High is to be strong in this situation 💪🏻 #stay safe #quarantine #corona 
#2020 #🖤 #gay #crew #drag… https://t.co/h3rzEJQQf0"
DBFrelix,2016-06-08 16:36:53,"Twin Cities/Mankato, Mn","Hey Mr. Corona...‼️‼️🤦🏽‍♂️🤦🏽‍♂️
- can you please leave, we now understand the important of health and we are going… https://t.co/Bp2vASI3xk"
TVPromoGuy,2009-04-08 19:59:27,"Dallas, TX USA",I completely spaced and forgot both my laptop and iPad this morning... So I had to improvise. #corona #covid_19… https://t.co/oNygHNRLJV
Devanshukrsingh,2018-10-27 11:56:55,Lucknow India,"Be #Safe and make others #safe.

     Let’s #Fight against
               
                   [#Corona] COVID-19… https://t.co/bKAjoPvQgu"
bomaeremie,2010-12-02 00:21:36,"ÜT: 8.9931901,7.3987666",Hey guys. The Corona Virus pandemic is not a publicity stunt. People are dying in droves and millions around the wo… https://t.co/vAMKMsSN36
charmant71,2012-03-05 10:25:24,"Verona, Veneto",Waiting that this will happen very soon🌈🌈🌈☘️☘️☘️💐💐💐and Corona will be just a Mexican beer. 🍺🍺🍺New outfit -AVAILABLE… https://t.co/wh5lgQnhfU
sbernie_susan,2011-06-22 19:57:03,,"In times of corona virus pandemic, the best to be is in the House Of God to ask for God’s mercy to end this coronav… https://t.co/e1ISIzYuqm"
danielpageactor,2012-11-07 12:31:13,London-Exeter-The World,"If you haven’t got a Garden or Balcony... and it’s a sunny day..!!
#selfisolating #tanning #sunbathing #corona… https://t.co/0eeReVEWfO"
danielpageactor,2012-11-07 12:31:13,London-Exeter-The World,"Can’t wait for future fashion and prowess ....
#looroll #toiletpaper #corona @ London, United Kingdom https://t.co/iZxsJWHzYT"
rnvcvlln,2010-09-21 03:32:18,Philippines,"Corona Virus has proved that everything around is just temporary. Things our lives revolved around; work, malls, mo… https://t.co/vQD46aGJK9"
iAbhishekJindal,2010-10-12 15:15:38,"Jaipur, INDIA.","""Baal to cut gye, ab tera kya hoga kaaliya?!?!"" 🥴🙉
.
Quarantine effects in random/odd thoughts flaunting all day. 🙈… https://t.co/lNJpKLUZ4q"
NeaHearts,2012-05-20 22:34:14,"Wolfsburg, Germany","Yes Corona Sucks ...
But, there is some things we can’t control.
So live in the moment.
Geniet Elke oomblik, en lee… https://t.co/6tBRdwRlRY"
mapcameratravel,2017-07-10 19:09:30,"Mumbai, India","Corona has proved that everything around us is so temporary . Things our lives revolves around..work, gym, malls, m… https://t.co/6mrODHkLqO"
the_sole_broker,2016-10-22 17:38:22,2110 Richmond Road Suite J,Effective 3/23/3020 we will be closed until further notice due to the COVID-19 outbreak. We will continue operation… https://t.co/Uoskjybpj1
topofthefoodcha,2019-11-20 16:05:53,"Halifax, Nova Scotia","Covid-19 Push-Up CHALLENGE.

Single arm, single leg Push-Up.

How many you got ?

🏷 &amp;📲 with someone.

#coronovirus… https://t.co/wF2epURutV"
Adaywithdoaa,2016-11-08 13:38:55,"Dubai, United Arab Emirates",I think I am the luckiest person on earth to live in dubai at this tough time of corona virus 🦠. In UAE they are ta… https://t.co/Q8AORlgR2p
Adaywithdoaa,2016-11-08 13:38:55,"Dubai, United Arab Emirates",I think I am the luckiest person on earth to live in dubai at this tough time of corona virus 🦠. In UAE they are ta… https://t.co/ON777bVTXe
100Wayto,2016-10-19 12:13:12,"Jaipur, India","So Social distancing is the proper move, and I’m so proud of so many as we deal with this pandemic (Corona) - one t… https://t.co/hRvUZ6ImGW"
sanchit005,2009-04-05 13:05:08,India,"#Save yourself from #nCovid19 
#Corona #indiafightscorona #India @ Jaipur, Rajasthan https://t.co/8BAS1kIQBx"
sweetnandhacse,2016-04-23 16:44:36,"Vettaiyam Palayam,Gobi,India",#corona #workfromhome #sweetnandha @ Skm Green City https://t.co/5ZYhD9f5O4
60secondsAsia,2018-10-31 05:07:23,India,"Ludo !
You know the Rules. 
If you stay home, you win ! 
To win against #corona, #stayhome #staysafe 
At 60seconds,… https://t.co/BWw5DxZ8oJ"
BColemanFitness,2012-10-15 12:11:40,Surrey,"🟨DUSTER WOKOUT🟨

IF YOU ENJOY THIS WORKOUT, LIKE, SAVE &amp; SHARE TO SHOW SOME LOVE ❤️

DON’T LET CORONA GET YOU DOWN… https://t.co/mXKPBBD0fw"
Element_iN_Time,2013-06-03 14:54:31,"36W 47th Street New York, NY ","Good Morning World, another day another chance to beat #corona 

this #audemarspiguet is fully wrapped and protecte… https://t.co/fkVu3PbSF2"
Connect_Media,2009-10-20 20:10:36,Hilversum,ConnectingMedia zoom_video_communications meeting today. Updating about all running productions - #corona #covid_19… https://t.co/wmIOZ9QkYQ
PaulaPo27,2012-07-31 14:32:25,"Formby, England","The 3 Pawmigos 🥰😍😘

#stunners #southport #ainsdale #socialdistancing #walking #dogwalking #sefton #merseyside… https://t.co/rRtKUmaTZb"
tsntss2,2015-08-22 07:44:11,"Karnataka, India","My first ever illustration in PS 😎😇
#myfirstever #illustration #photoshop #ps #corona #caronaeffect #coronaeffect @… https://t.co/sraGKUpUox"
Cuvedo1,2019-08-24 13:07:40,"Abuja, Nigeria",Happy Monday beauties👑 Buy a product from us @Cuvedo1 and get one free hand sanitizer. Stay Corona free with Cuvedo… https://t.co/z9xuMlGJZJ
farhanbhatti69,2010-11-28 07:09:36,"Dubai, UAE","Introducing my new home office, gym and local bar 🤓 I have absolutely nailed this quarantine lifestyle! 😜
.
.
.
.
.… https://t.co/a58XXfyEVl"
AfricaWorldNews,2011-05-10 17:54:22,Dublin,"Earthquake in Zagreb this morning. Corona virus, mums with their newborns on the streets + it just started to snow😰… https://t.co/bfW6uXAJ3B"
CoronaCA_,2011-08-14 04:14:56,"Corona, CA",Corona CA Mon Mar 23rd AM Forecast: TODAY Chance Of Showers Hi 60 TONIGHT Partly Cloudy Lo 45
mitton_steve,2017-02-20 16:45:24,"Ridgeway, England","Unwinding after all the home schooling today! #homeschool #noschool #corona #socialdistancing @ Ridgeway, Derbyshire https://t.co/eIFTNFp2T4"
dasauge_werk,2009-05-12 18:43:21,Berlin,Portfolio: „Corona Schutz Kita- Home Office Container“ von Eventcontainer / Messestand24 → https://t.co/LaIzMKBpYA https://t.co/kLuMS09RaO
dasauge_de,2008-07-05 00:00:33,Berlin,Portfolio: „Corona Schutz Kita- Home Office Container“ von Eventcontainer / Messestand24 → https://t.co/FOB4nmZ4HZ https://t.co/WH4o5gE1yp
PrashantBarve10,2017-04-10 11:51:11,"Pune, India",See how indian people taking care of corona. These is scene from Basmath Maharashtra.There is rumour that petrol wi… https://t.co/6YeGVI41LV
RaviGurunawab,2013-08-18 18:13:11,Lucknow,"#Fight_With_Corona 
#stayhome
#besafe
#lockdown

🙏🙏🙏
#covid_19
#covıd19
#corona 

🙏🙏🙏 @ SR GROUP Infrastructure https://t.co/Ao8P0Cu1KD"
tymilburn,2012-08-23 21:16:25,"New York, USA","Back To WORK. In the age of #corona, we now have greater flexibility at work. I’m doing some interviews via FaceTim… https://t.co/XhE5cAsslo"
arshshukla14,2019-12-02 12:53:53,"New Delhi, India","Fight Against Corona...#coronafighters #coronavirus
Darna Nahi Ladna Hai... #jantacurfue #supportmodi #support… https://t.co/U2NQSBKULG"
